Vehicle_Title,Ratings,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,highway MPG,city mpg,Popularity,MSRP,"Vehicle Style ",Clean_rev,FeaturesDiscussed,Sentiment,Compound_Score
2007 BMW X5 SUV 3.0si 4dr SUV AWD (3.0L 6cyl 6A),4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",love to drive it the  has been a pleasure to own and drive bmw has made owning this car a pleasure to have with a wrap around warranty program that covers everything including brakes and always being available to cover your needs the car in all the time i have had it has only needed oil changes and a brake change thumbs up bmw,"['warranty program', 'oil changes', 'brake change']",Positive,0.9118
2007 BMW X5 SUV 3.0si 4dr SUV AWD (3.0L 6cyl 6A),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",impressive ride and drive after indepth comparisons to mercedes ml  cdi  lexus gx  and cadillac escalade the bmw  won me over quickly in a variety of areas from build and finish to actual ride drive and handling most of the others offered spongyswaying rides not the  the  is a beast and the  cylinder is more than adequate and the mileage is much better certain option packages are well worth the cost like the premium package the technology package sport package and definitely the active steering as well as the comfort assist the active steering provides an incredible increased handling effect and   mile bumper to bumper including maintenance is sweet as well,"['cadillac escalade', 'ride drive', '  cylinder', 'option packages', 'premium package', 'package sport', 'technology package', 'sport package', 'handling effect', '   mile', 'mile bumper']",Positive,0.9881
2007 BMW X5 SUV 4.8i 4dr SUV AWD (4.8L 8cyl 6A),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",cant say enough about the new  bmw has done an outstanding job with this redesign the old and new  both perform well but the new  adds refinement to the equation windroad noise are hugely reduced interior quality is greatly improved the sport package with active suspension hugs the road yet gives very smooth ride quality with minimal lean in corners contour seats are excellent although the active massage seats are a little weird like having a python slowly undulate under the seat cushion no squeaks rattles no defects i tire of the computerchallenged press who constantly complain because they cant learn all idrive features in a  test drive i love the control it gives over vehicle functions,"['windroad noise', 'sport package', 'ride quality', 'massage seats', 'seat cushion', 'idrive features', 'test drive', 'vehicle functions']",Positive,0.9848
2007 BMW X5 SUV 3.0si 4dr SUV AWD (3.0L 6cyl 6A),4.375,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",underpowered bought new   sight unseen  ordered in october picked up car in january  in gently rolling area the   seems underpowered  the transmission is constantly shifting and feels like it is straining  if you really put your foot on the gas its not as noticeable  love the design in fact am trading in for the    its going to cost but my mistake,['   sight'],Negative,-0.4912
2007 BMW X5 SUV 4.8i 4dr SUV AWD (4.8L 8cyl 6A),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",outstanding job they did a great job revamping the car lots of power and stabililty upscale interior especially with the upgraded leather option ,"['car lots', 'stabililty interior', 'leather option']",Positive,0.8442
2007 BMW X5 SUV 4.8i 4dr SUV AWD (4.8L 8cyl 6A),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",bmw  we waited  months for our   since we had to order it and it has exceeded our expectations  it drives like the  series with excellent handling and power  the engine is quiet and the road noise is minimal  we originally had an mdx and it is steps up in performance handling and comfort i highly recommend the sports package,"['  series', 'road noise', 'performance handling', 'sports package']",Positive,0.8883
2007 BMW X5 SUV 3.0si 4dr SUV AWD (3.0L 6cyl 6A),4.625,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",my first bmw  a great ride i bought the  in early january  was very close to getting the audi  and have owned  other audis but i wanted to try somthing different and glad i did  so far so good this car is smooth confident and looks beautiful  i test drove all the midsize type suv such as the acura mdx mercedez  audi  and porsche cayenne  i bought the  demo model so it already had  miles on it was a little worried about that but no issues so far and all is covered under warranty  ,"['type suv', 'porsche cayenne', '  demo', 'demo model']",Positive,0.962
2007 BMW X5 SUV 4.8i 4dr SUV AWD (4.8L 8cyl 6A),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV", at its best i absolutely love my new  my husband and i argue over who is going to get to drive it on a daily basis we previously owned a   and loved that vehicle as well however this new model puts that one to shame definitely the best suv around,[],Positive,0.9524
2007 BMW X5 SUV 3.0si 4dr SUV AWD (3.0L 6cyl 6A),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",it feels like a bimmer this is one of the best handling suvs or sav according to bmw ive driven equalled only by the new mdx  but what differentiates the  from the mdx are the tangible and intangible qualities of a bmw handling quiet cabin solid build growl of the engine great styling and the looks you get on the street  we loaded the car up with lots of toys  lets hope its as reliable as their airtight  maintenance program  the only areas of improvement are the unnecessarily complex idrive and limited legroom in the  row,"['build growl', '  program', 'maintenance program', '  row']",Positive,0.9545
2007 BMW X5 SUV 4.8i 4dr SUV AWD (4.8L 8cyl 6A),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",just a great  love it absolutely a great  had it for  weeks and love it wonderful driving experience acceleration and control put together beautifuly i was waiting for this  after having a  before and i just love it,"['  love', 'experience acceleration']",Positive,0.9794
2007 BMW X5 SUV 3.0si 4dr SUV AWD (3.0L 6cyl 6A),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",total package this is my third  to own the interior has been completely redone and is very nice the new body shape is also very nice  it rides great and handles like all bmws  the added  horsepower to the  is noticable,"['body shape', '  horsepower']",Positive,0.915
2007 BMW X5 SUV 3.0si 4dr SUV AWD (3.0L 6cyl 6A),4.125,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",richard neft  suv the  is a great suv this is my second  it is a great car dependable and comfortable safe and has many features  ,['  suv'],Positive,0.9371
2007 BMW X5 SUV 4.8i 4dr SUV AWD (4.8L 8cyl 6A),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV", series comfort and suv convenience this is my   and its a huge improvement over a vehicle that was already very good its quieter smoother more comfortable handles better has greatly improved interior convenience the upgraded contour seats are outstanding sport package technology package premium sound system are worth the money im one of the few who likes idrive and this is the best one yet i wish i had known that you cant see the headsup display if you wear polarized sunglasses ventilated massaging seats are probably not worth the cost  row seats add weight to the vehicle and will rarely be used unless you plan to haul elfsized people or kids headsup windshield display is not worth the money if you live in a sunny climate and wear polarized sunglasses  hp is adequate but it would be a much more exciting vehicle with an additional    hp ,"['contour seats', 'sport technology', 'package technology', 'package premium', 'technology system', 'sound system', 'headsup display', 'massaging seats', 'row seats', 'windshield display']",Positive,0.9744
2007 BMW X5 SUV 3.0si 4dr SUV AWD (3.0L 6cyl 6A),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",new  owner just bought my  today after a long research this is a real drivers savsuv braking is excellent this  really holds the road  has plenty of power third row seat small but how often do you need to haul  adults over  bmw made large improvements over the ,"['  owner', 'drivers savsuv', 'power seat', 'row seat']",Positive,0.6486
2007 BMW X5 SUV 4.8i 4dr SUV AWD (4.8L 8cyl 6A),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",love it love it love itoh yeah the bottom line is that the car is great not a thing to complain about the perfect everyday driver the idrive is easy and very intuitive i would suggest using the memory keys and the voice commands while driving,"['everyday driver', 'memory keys', 'voice commands']",Positive,0.975
2007 BMW X5 SUV 3.0si 4dr SUV AWD (3.0L 6cyl 6A),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",the best car ever made other suvs cant come close to the safety and drive of the  the  drives like a dream handles like a car and simply put hugs the road if you needed to swerve to miss something you feel very much in control in this vehicle i would recommend this car to all the  row is just generic but the adjustable  row makes up for it,"['  drives', 'dream handles', '  row', '  row']",Positive,0.8422
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),3.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",the most expensive cheap car ever works great until it doesnt  only buy if you are a mechanic or own a bmw dealership count on all the window motors and door handles breaking and lots of super cool motor parts that will wear out prematurely  oh yeah leaks more oil than the exxon valdez otherwise its great,"['bmw dealership', 'dealership count', 'window motors', 'motor parts', 'exxon valdez']",Positive,0.9485
2004 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 6A),1.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",never will buy  again bmw  be my wreck    i bought this hunk of junk  years ago i was glad i spent the extra money for an extended warranty and before i bought it i insisted the seller take it to a bmw dealership and have it checked out it cost me  and was found to have no issues at that time within the first six months all the seals for the transfer case had to be replaced   within the next year it started blowing white smoke from the exhaust also common with this model i took it in for an oil change and diagnosis for the white smoke the repair shop found  small pieces from the oil pan and informed me that i needed a new oil pump another common issue with the  engine   next they informed me that due to bmw using cheap valve guides which wore out prematurely causing the engine to burn oil those had to be replaced another common issue with the  engine  cost   my extended warranty provider refused to pay for repairs that totaled more than the value of the vehicle so i ended up paying  out of pocket after only six months since the rebuild the engine is now leaking oil all over the driveway total cost paid by me and extended warranty   my advice never buy a bmw   with over  miles on it i am now shopping for a ,"['bmw dealership', 'transfer case', 'oil change', 'repair shop', 'oil pan', 'oil pump', '  engine', 'valve guides', '  engine', 'warranty provider']",Negative,-0.5
2004 BMW X5 SUV 4.8is AWD 4dr SUV (4.8L 8cyl 6A),2.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",a headache from the beginning i felt in love when i saw this car at the dealer i bought it used precertify this suv is veryvery heavy to make turns and to park its very tiff i have oil leaking problem doing my research turned out that most of them have the oil leaks problem after  miles or so so every  week i have to add oil when its low on oil tires are not straight they are a bit outwardd inclined soi had to change  tires in  year and  month periodthe left mirrow would always come out back light will go out often either the turn brake or tail light i had  windows regulator broken and the sunroof regulator was weakthe motor was burning too much oil  lots of smoke come out of pipe if i idle one mechanic told me it need a tune up another one says it needs a special oil and the third says its the motor burning oil cuz of high  i had to replace the battery once and it was a nightmate and i have to replace the key cuz the remote control battery die and there is no way to get a new battery  the whole key need replacement at the end i was getting the trans safe program fail light and the car was lossing power i dont know if it needed another battery after changing it  months before that but im glad i was able to get rid of that car before its brake down completely i owned for  year and  month,"['leaking problem', 'oil leaks', 'leaks problem', '  week', 'oil tires', '  tires', 'turn brake', 'tail light', 'windows regulator', 'control battery', 'need replacement']",Neutral,-0.1363
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",very impressed just bought a very clean    cylinder bmw  with  miles on it drives like new great handling and getting  combined city and highway  computer screen has bad sunspots and will cost  to replace not going to happen finding that bmw parts are expensive to replace and can only happen through dealers  roomy passenger spaces but very limited back storage area i drive highways and some pretty rough areas and this vehicle handles them all well,"['computer screen', 'bmw parts', 'passenger spaces', 'storage area']",Positive,0.8557
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",seven years young and still superb  other than no lumbar support  this is and has been an awesome machine to drivei purchased it new in january   now have  miles and it rides the same as the day i bought it i have driven cross country ca to ny and return four times and have visited almost every statei service it as scheduled and have had routine problems  brakes once front boots a faulty thermostat when new and a broken brake lighti do have to add one quart of oil between each oil change  i drive long high speed miles and the engine runs hot i have been toldsince the  qt has stayed consistent  and no engine problems im goodim onto to  miles ,"['cross country', 'statei service', '  brakes', 'brake lighti', 'oil change', 'speed miles', '  qt', 'engine problems']",Neutral,0.128
2004 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 6A),4.625,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",awesome driving machine i bought a   in october of  and just recently sold it in sept of  i drove this vehicle for  years and put about  miles a year on this car a huge number of miles a year when i bought it it had  miles and when i sold it it had  i think this car was a lemon though it had a vibration at a hard acceleration that no one could figure out and i was glad to be rid of this car because of that i did have an   before this one and loved it i am looking at buy an   at the present though because overall i loved the look and sportiness of this car also both cars held their value when i sold them i broke even even at such high mileage,[],Positive,0.9382
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),3.25,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",maintenance hog purchased new always followed recommended maintenance schedule  miles driven as of  front brakes replaced under warranty  starting to have lots of maintenance issues heat exchanger  miles thermostat  front axle boot  brakes fluid needed flushing  rear brake light assembly  front thrust rod bushings replaced  told we need to replace other front axle boot passenger side ac not working what is next all bmw repairs are not cheap we purchased a  ford escape suv now with  miles and have experienced only brake replacement we didnt expect a  bmw to have these issues we intended   to be  car,"['maintenance hog', 'maintenance schedule', 'maintenance issues', 'heat exchanger', 'brakes fluid', 'thrust rod', 'rod bushings', 'boot passenger', 'axle side', 'passenger side', 'bmw repairs', 'ford suv', 'escape suv', 'brake replacement']",Positive,0.3612
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV", rules the funtodrive suv market the  is a joy to drive fun fast agile and driverintuitive all the reasons you buy a bmw to begin with but you also get the benefits of an suv  more space though its not a huge cargo area and solid offroad capabilities a perfect marriage in my book if you are looking for an suv and dont want to compromise in the driving department this is a great fit looks great too,['cargo area'],Positive,0.9812
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),1.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",overcomplicated undependable  car   car was back in the shop for carburetion problems from the time it was new brakes are replaced with   of pads left due to poor sensor system sunroof hoses pinched during assembly and as soon as a minor amount of dust collected in them water filled both front floor wells water ran down over fuse boxes while draining to the floor now the lights keep kicking out rear wells filled with water behind access panels to rear light bulbs all the wiring boxes filled with water and now all the junctions are corroded rear tail lights go out whenever they feel like it this car is about the poorest engineered vehicle the devil could have designed need a buick to get parts and make trips  ,"['   car', 'carburetion problems', 'sensor system', 'system hoses', 'sunroof hoses', 'floor wells', 'wells water', 'fuse boxes', 'access panels', 'wiring boxes', 'tail lights']",Negative,-0.8481
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",excellent suv drives like a car great control great handling great brakes great quality car,['quality car'],Positive,0.9738
2004 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 6A),4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",nicest suv at the trailhead we purchased our  with approx  miles under bmws certified preowned program and bought the service package to  miles  the  has been great  we live in denver and drive to vail almost every weekend  average mpg is  not bad for  hp  car  run pirrelli snows in winter and yokahoma geolander in summer  the  is remarkably capable off road  hill descent control is very impressive  the only funny part is the looks we get from other suv drivers  trips to the dealer for unscheduled service have been minimal and not expensive  ,"['service package', 'pirrelli snows', 'yokahoma geolander', 'hill descent', 'descent control', 'suv drivers']",Positive,0.9614
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",awesome vehicle best driving midsize suv on the market fast and stylish enough for male and female drivers handling is second to none in this weight category i can only imagine the  or  really gets down the road if my  drives this well this is my second one and i am very happy with the updated features of the  must get the extra large sun roof and xenon lights,"['midsize suv', 'weight category']",Positive,0.94
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",love love love love it my second bmw i absolutely love it amazing ride comfort and i feel so safe driving down the road it is perfect for wanting a fun nice car with the suv or sav versatility handles great in all weather i was a little disappointed with the depreciation considering my last one really held its value will only buy bmw for the rest of my life no other car company can come close to their customer service quality performance bmw really stands behind their product,"['love love', 'ride comfort', 'versatility handles', 'car company', 'customer service', 'service quality', 'quality performance']",Positive,0.9928
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",fun to drive  our  is the most fun auto i have ever driven it truly handles like a sports car except with the amazing xdrive on the slippery wet pavement we have the  is simply something special when other cars would break loose the xdrive digs in and pulls you through the corners push this machine to its limits and you will be amazed when my wife drives it becomes the smooth and docile sav she loves this vehicle is an awesome combination of great handling qualities for either the conservative or the demanding driver,"['sports car', 'handling qualities']",Positive,0.9844
2004 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 6A),4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",ahhhh an excellent vehicle  limited cargo space if you want to move an apartment but in normal daily living it is more than adequate responsive steering good pick up fun  everything you would expect out of a bmw,['cargo space'],Positive,0.9498
2004 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 6A),4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",sold on  i am sooo pleased with my    the sport pack with  wheelsif you are a town car person you may find the sport package too stiff great looking body is rattlefree the brakes and steering are well sorted and it handles like a vehicle half its weight tons of sooth awesomesounding  power mate to a tight steptronic tranny articulating xenons are terrific at night premium sound with dsp is killer panoramic roof is way fun the nav takes a few days to sort out if you cant grasp it stay home ,"['sport pack', 'town car', 'car person', 'sport package', 'weight tons', 'power mate', 'night premium', 'premium sound']",Positive,0.9136
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",bmw  overall awesome vehicle with solid build nice upgrade to exterior for  definitely looks like a mans truck,"['build upgrade', 'man\x92s truck']",Positive,0.9136
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",  review great performance and handling very practical good to go out to dinner or to home depot super sound system simple stylish interior only inconvenience is that front seat window controls are in a less convenient location under the door handle ,"['seat window', 'window controls']",Positive,0.8651
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",best vehicle i have owned this is the car that you find a reason to drive it  great looks and plenty of comfort features set this vehicle above others of its class  we have found the  to be a very safe vehicle  my wife survied a frontend impact that resulted in severve damage to the vehicle but without injury to herself ,"['comfort features', 'frontend impact']",Positive,0.8357
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),3.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",overpriced while bmw is a wellknown name in luxury cars the  falls short  many options have to be added on with a hefty price tag  some of the options should come standard on such an expensive vehicle while there are some problems the bmw is very responsive with handling and accelerationbraking,"['luxury cars', 'price tag']",Neutral,0.024
2004 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 6A),4.5,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV", mi in  we have now put allmost  on this car since new we ordered the car with every option availlove the performance but have been to the dealer  times for the same problem in the last  check engine light keeps coming on very annoyingwould look to buy something different next time and this is our  bmw nav system is antique and does not offer in dash cd there should be away to interface ipod or  format,"['  mi', '  check', 'check light', 'engine light', 'bmw system', 'nav system', 'interface ipod']",Negative,-0.5499
2004 BMW X5 SUV 4.8is AWD 4dr SUV (4.8L 8cyl 6A),4.125,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",conflicted feelings abound i was more excited to receive this vehicle than any other  now it is here i have very mixed feelings first off imola rednavfloorsiriuscomfort seatsmetal running pedalsset of snow tires minnesota comfort seats are really great engine noise great acceleration great navigation hopeless most user unfriendly system in existence you can not ipod or bluetooth phone the  this truck is great if you do not have a family or a dog but i do two front passengers will be very happy soon as you try to load anything of substance you start to wonder why you spend  taxes inclded on it it is a completely impractical suv really think why you want this ,"['snow tires', 'minnesota seats', 'comfort seats', 'engine noise', 'bluetooth phone', '  taxes']",Positive,0.9432
2004 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 6A),4.625,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",new  suv we were looking for an suv and this was really the only option with this much to offerall the american models were outpoor quality and the others available just did not cut itlexus porsche and land roverexcellent car for the moneytoo bad they sell them all and there is little room to negotiate the price downbut anyway well worth the cost,"['  suv', 'land roverexcellent']",Neutral,0.0808
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",bmw suv    smooth ride and excellent brakes  it is a solidly built automobile and finishing is excellent,['bmw suv'],Positive,0.8126
2004 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 6A),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",awesome excellent power and handling  it is far smoother than a mercedes  i last owned  the navigation system is not easy to use  it is difficult to program in destinations  it will also not accept addresses at times and wants intersections  the new sunroof is amazing large  dual climate controls up front and a separate one for the back the ski bag is great for skiers  it allows the up to  skis to slide through the center of the back seat but remains covered  the trunk space is small  this was the reason i originally bought the mercedes  years ago  there is obviously no  row seat option  it is still a fairly small suv and easy to park in tight spaces,"['navigation system', 'trunk space', '  row', 'row option', 'seat option']",Positive,0.7817
2004 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 6A),4.625,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV", in texas this is an suv for people who have always loved driving performance cars  you will not feel like youve traded the fun of driving for the utility of an suv the car has an incredibly strong feel for the road and positive powerful control  the  sport package is exceptional and worth the extra money,"['driving performance', 'performance cars', '  package', 'sport package']",Positive,0.9536
2004 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 6A),4.625,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",i like it alot and ive had three of the ive owned three   the first was a  litre which was really comfortable handled well and had great breaks my next was a  is which although it was an excellent vehicle got terrible mileage  if traded it in for a   with the valevtronic engine and the six speed automatic transmission  getting better mileage but what i love on this model is the bigger sun roof the comfort seats premium package and the great upgraded sound system  the vehicle is powerful comfortable quiet all competance and grace with a kick ass engine when you need it,"['valevtronic engine', 'comfort seats', 'seats package', 'premium package', 'sound system', 'ass engine']",Positive,0.9853
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",best i have owned i have owned lincoln navigators jeep grand cherokees and other suvs and this is by far the best overall,['lincoln navigators'],Positive,0.9081
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",bmw  to drive fun to drive great looking and reliable,[],Positive,0.8126
2004 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 6M),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",bmw  i just purchased a bmw    it is great the interior quality is just superb  the exterior is gorgous  fuel economy is ok but not great,"['  economy', 'fuel economy']",Neutral,0.0667
